ID,Tipo,Nombre_producto_API,Version_producto,Nombre_de_servicio/API,Nombre_Tecnico_API,Componente_menor,EVC,Nombre_equipo,Servicio_proveedor,Consumidores,QMANAGER,Namespace
981,Servicio,No Aplica,No Aplica,Sincronizacion Estados PQRS,No Aplica,Gestion Cliente y Comercial,Conocimiento de clientes,No Aplica,,"AW0611001 _x000D_
AW611001",,
982,API ONPREMISE,SME Credit Cards,101,SME Credit Cards - cards information,sme-credit-cards-cards-information,Emisor,Medios de pago Emision,Tarjetas Crédito,ConsultaTarjetasPYME/V1.0,LimitsCreditExhibition_NU0114001,,
983,API ONPREMISE,Sms Notifications,100,Sms Notifications - Send Sms Message,sms-notifications-send-sms-message,Trasversales e Inclusión,Distribución Digital,No Aplica,EnvioSmsInalambria/V1.0,"BIZAGIAC_AW1285001 _x000D_
 APM_AW1097001 _x000D_
 PortalAutogestionPyme_AW1287 _x000D_
 Desbloqueo-Clave-Dinamica-TDC_NU0100001 _x000D_
 Decision-Manager_NU0010001 _x000D_
 LoansApproval_NU107001 _x000D_
 prueba _x000D_
 CuponPagosDigital_AW0214001 _x000D_
 Inversi_NU0160001",,
984,Servicio,No Aplica,No Aplica,Solicitud De Autorizacion,No Aplica,Transversales iSeries,Otras Funciones de Apoyo,Los Federales,,"AW01065 _x000D_
SU2 _x000D_
SUF _x000D_
ALM _x000D_
NU0001 _x000D_
AW1078 _x000D_
AW1110001",,
985,API ONPREMISE,Sufi Loan,130,Sufi Loan - Loans Information,loans-information,Sufi,SUFI,Sufi,,"DesembolsosSufi_AW1097001 _x000D_
 Monitoreo_AW1097001 _x000D_
 adaptadorSufi_ISSU20003 _x000D_
 MascaraTransaccional_NU0021001",,
986,API ONPREMISE,Sufi Loan,130,Sufi Loan - Transactions,transactions,Sufi,SUFI,Sufi,,"DesembolsosSufi_AW1097001 _x000D_
 Monitoreo_AW1097001 _x000D_
 adaptadorSufi_ISSU20003 _x000D_
 MascaraTransaccional_NU0021001",,
987,API IBM Cloud ,Tec-Commerce Portal,160,Tec - commerce portal channel - customer information,tec-commerce-portal-channel-customer-information,Portal Comercio,Distribución Digital,No Aplica,,"Modulo Administrativo Canales Digitales_AW1204 _x000D_
 BC_Herramientas_MonitoreoPrd",,
988,API IBM Cloud ,Tec-Payments ACH Fulfillment,102,Tec - Customer - Enrollment,tec-customer-enrollment,Captaciones,Gestión de flujos,Transferencias y Recargas,,CapaGestionCanal_NU0014001,,
989,API IBM Cloud ,Tec - Customer,121,Tec - Customer - General Information,tec-customer-general-information,MDM,"DATOS, ANALÍTICA, IA, BLOCKCHAIN",MDM,RecuperarDatosCliente/V4.0,"BC_Herramientas_Monitoreo _x000D_
 BC_Herramientas_MonitoreoPrd _x000D_
 TMP Boton Bancolombia_BDT _x000D_
 GestionaNegocios_AW1302001 _x000D_
 PortalSalaDeVentas_AW1258002 _x000D_
 plink_AW1206001 _x000D_
 MascaraTransaccional_NU0021001 _x000D_
 PORTALCOBRANZA_AW1294001 _x000D_
 APM_NU0032001 _x000D_
 LifeCoach_AW1240001 _x000D_
 CapaGestionCanal_NU0014001 _x000D_
 Recargas_AW1300001 _x000D_
 TabotWhatsapp_AW1165 _x000D_
 MarketplaceEcosistemasPersonas_NU0035001 _x000D_
 NEQUIMDM_AW1011 _x000D_
 creditlens_NU0038001 _x000D_
 MovilidadCore_AW1281002 _x000D_
 HabitatCore_AW1281003",,
990,API IBM Cloud ,Tec - Customer,121,Tec - Customer - Obtain Payment Methods,tec-customer-obtain-payment-methods,Pagos y Recaudos,Gestión de flujos,Pagos y Recaudos,ConsultaProductoDepositos/V1.0,"BC_Herramientas_Monitoreo _x000D_
 BC_Herramientas_MonitoreoPrd _x000D_
 TMP Boton Bancolombia_BDT _x000D_
 GestionaNegocios_AW1302001 _x000D_
 PortalSalaDeVentas_AW1258002 _x000D_
 plink_AW1206001 _x000D_
 MascaraTransaccional_NU0021001 _x000D_
 PORTALCOBRANZA_AW1294001 _x000D_
 APM_NU0032001 _x000D_
 LifeCoach_AW1240001 _x000D_
 CapaGestionCanal_NU0014001 _x000D_
 Recargas_AW1300001 _x000D_
 TabotWhatsapp_AW1165 _x000D_
 MarketplaceEcosistemasPersonas_NU0035001 _x000D_
 NEQUIMDM_AW1011 _x000D_
 creditlens_NU0038001 _x000D_
 MovilidadCore_AW1281002 _x000D_
 HabitatCore_AW1281003",,
991,API IBM Cloud ,Tec - Customer Contact,100,Tec - Customer - Query Contact Information,tec-customer-query-contact-information,MDM,"DATOS, ANALÍTICA, IA, BLOCKCHAIN",MDM,ConsultaDatosContactoCliente/V1.0,"BC_Herramientas_MonitoreoPrd _x000D_
 plink_AW1206001 _x000D_
 MarketplaceEcosistemasPersonas_NU0035001 _x000D_
 MovilidadCore_AW1281002 _x000D_
 HabitatCore_AW1281003 _x000D_
 GestionaNegocios_AW1302001",,
992,API IBM Cloud ,Tec - Customer,121,Tec - Customer - Query Keys,tec-customer-query-keys,MDM,"DATOS, ANALÍTICA, IA, BLOCKCHAIN",MDM,ConsultaLlaveroCliente/V1.0,"BC_Herramientas_Monitoreo _x000D_
 BC_Herramientas_MonitoreoPrd _x000D_
 TMP Boton Bancolombia_BDT _x000D_
 GestionaNegocios_AW1302001 _x000D_
 PortalSalaDeVentas_AW1258002 _x000D_
 plink_AW1206001 _x000D_
 MascaraTransaccional_NU0021001 _x000D_
 PORTALCOBRANZA_AW1294001 _x000D_
 APM_NU0032001 _x000D_
 LifeCoach_AW1240001 _x000D_
 CapaGestionCanal_NU0014001 _x000D_
 Recargas_AW1300001 _x000D_
 TabotWhatsapp_AW1165 _x000D_
 MarketplaceEcosistemasPersonas_NU0035001 _x000D_
 NEQUIMDM_AW1011 _x000D_
 creditlens_NU0038001 _x000D_
 MovilidadCore_AW1281002 _x000D_
 HabitatCore_AW1281003",,
993,API IBM Cloud ,Tec - Customer Commercial Data,101,Tec - Customer Commercial Data - Query management,tec-customer-commercial-data-query-management,Analitica y Big Data,"DATOS, ANALÍTICA, IA, BLOCKCHAIN",MDM,ConsultaGestionComercialCliente/V1.0,"BC_Herramientas_MonitoreoPrd _x000D_
 creditlens_NU0038001 _x000D_
 GestionaNegocios_AW1302001",,
994,API IBM Cloud ,Tec - Leasing,111,Tec - Customer Leasing - Information,tec-customer-leasing-information,Leasing,Leasing,Administración del ciclo de vida del activo,,"SVETDL_AW0360006 _x000D_
 BC_Herramientas_MonitoreoPrd",,
995,API IBM Cloud ,Tec-Customer Personal Data,100,Tec - Customer Personal Data - Query Information,tec-customer-personal-data-query-information,Analitica y Big Data,"DATOS, ANALÍTICA, IA, BLOCKCHAIN",MDM,ConsultaDatosPersonalesCliente/V1.0,"BC_Herramientas_MonitoreoPrd _x000D_
 SUID_AW1310 _x000D_
 PortalSalaDeVentas_AW1258002 _x000D_
 MarketplaceEcosistemasPersonas_NU0035001 _x000D_
 creditlens_NU0038001 _x000D_
 MovilidadCore_AW1281002 _x000D_
 CapaGestionCanal_NU0014001 _x000D_
 HabitatCore_AW1281003 _x000D_
 GestionaNegocios_AW1302001",,
996,API IBM Cloud ,Tec-Accounts,110,Tec - Deposit - Account Balance,tec-deposit-account-balance,Captaciones,Depósitos y cuentas especiales,Depósitos,ConsultaSaldosCuentasDepositos/V1.0,"GestionaNegocios_AW1302001 _x000D_
 BC_Herramientas_MonitoreoPrd _x000D_
 NEQUICUEDEP_AW1011 _x000D_
 EDPYME_AW1170 _x000D_
 CapaGestionCanal_NU0014001 _x000D_
 PORTALCOBRANZA_AW1294001",,
997,API IBM Cloud ,Tec - Deposits,107,Tec - Deposit - Monetary Affectation,tec-deposit-monetary-affectation,Captaciones,Depósitos y cuentas especiales,Depósitos,AfectacionMonetariaDepositos/V1.0,"BC_Herramientas_Monitoreo _x000D_
 BC_Herramientas_MonitoreoPrd _x000D_
 TMP Boton Bancolombia_BDT",,
998,API IBM Cloud ,Tec - Deposits,107,Tec - Deposit - Transference,tec-deposit-transference,Debito y Prepago,Por Definir,Por Definir,PagoConTransferencia/V1.0,"BC_Herramientas_Monitoreo _x000D_
 BC_Herramientas_MonitoreoPrd _x000D_
 TMP Boton Bancolombia_BDT",,
999,API IBM Cloud ,Tec - Email Notifications,101,Tec - Email Notifications - Send,tec-email-notifications-send,Trasversales e Inclusión,Distribución Digital,No Aplica,,"MACINV-RPA20190002_AW1172001 _x000D_
 BC_Herramientas_MonitoreoPrd _x000D_
 MarketplaceEcosistemasPersonas_NU0035001 _x000D_
 BIZAGIAC_AW1285001 _x000D_
 HabitatCore_AW1281003 _x000D_
 Historia del Cliente_NU0090001",,
1000,API IBM Cloud ,Tec - Leasing,111,Tec - Financial Leasing - Operation Information,tec-financial-leasing-operation-information,Leasing,Leasing,Administración del ciclo de vida del activo,,"SVETDL_AW0360006 _x000D_
 BC_Herramientas_MonitoreoPrd",,
1001,API IBM Cloud ,Tec - Leasing,111,Tec - Financial Operations - Payments,tec-financial-operations-payments,Leasing,Leasing,Administración del ciclo de vida del activo,,"SVETDL_AW0360006 _x000D_
 BC_Herramientas_MonitoreoPrd",,
1002,API IBM Cloud ,Fund Administration,102,Tec - Fund Administration - Consolidated Balances,tec-fund-administration-consolidated-balances,Negocios Fiduciarios y Fondos,Inversiones,No Aplica,ConsultaFondos/V1.0,"AppInversiones_AW1185001 _x000D_
 BC_Herramientas_MonitoreoPrd",,
1003,API IBM Cloud ,Fund Administration,102,Tec - Fund Administration - Transactions,tec-fund-administration-transactions,Negocios Fiduciarios y Fondos,Inversiones,No Aplica,ConsultaFondos/V1.0,"AppInversiones_AW1185001 _x000D_
 BC_Herramientas_MonitoreoPrd",,
1004,API IBM Cloud ,Tec - Leasing,111,Tec - Leasing Notification - Send Reports,tec-leasing-notification-send-reports,Leasing,Leasing,Administración del ciclo de vida del activo,,"SVETDL_AW0360006 _x000D_
 BC_Herramientas_MonitoreoPrd",,
1005,API IBM Cloud ,Tec - Loans,151,Tec - Loans - Enquiry,tec-loans-enquiry,Crédito,Financiación y consumo,,ConsultaInformacionPrestamos/V2.0,"BC_Herramientas_MonitoreoPrd _x000D_
 BALMTEC_AW0955 _x000D_
 PORTALCOBRANZA_AW1294001 _x000D_
 PortalLibranzas_AW0360007",,
1006,API IBM Cloud ,Tec - Loans,151,Tec - Loans - Loan Applications,tec-loans-loan-applications,Crédito,Financiación y consumo,,"SolicitudDeCredito/V1.0
SolicitudDeCredito/Enlace/V1.0","BC_Herramientas_MonitoreoPrd _x000D_
 BALMTEC_AW0955 _x000D_
 PORTALCOBRANZA_AW1294001 _x000D_
 PortalLibranzas_AW0360007",,
1007,API IBM Cloud ,Tec - Loans,151,Tec - Loans - Maximum Loan Amount,tec-loans-maximum-loan-amount,Crédito,Financiación y consumo,,ConsultaDatosCartera/V2.0,"BC_Herramientas_MonitoreoPrd _x000D_
 BALMTEC_AW0955 _x000D_
 PORTALCOBRANZA_AW1294001 _x000D_
 PortalLibranzas_AW0360007",,
1008,API IBM Cloud ,Tec - Loans,151,Tec - Loans Collaterals,tec-loans-collaterals,Crédito,Financiación y consumo,,ConsultaDatosCartera/V2.0,"BC_Herramientas_MonitoreoPrd _x000D_
 BALMTEC_AW0955 _x000D_
 PORTALCOBRANZA_AW1294001 _x000D_
 PortalLibranzas_AW0360007",,
1009,API IBM Cloud ,Tec - Payments,124,Tec - Payments - Bancolombia Button Management,tec-payments-bancolombia-button-management,Servicios Transaccionales MP,Medios de pago Aceptacion,Aceptación,,"Ecosistema De Pagos_AW1314001 _x000D_
 GestionaNegocios_AW1302001 _x000D_
 BC_Herramientas_MonitoreoPrd _x000D_
 EDPYME_AW1170 _x000D_
 BALMTEC_AW0955 _x000D_
 Portal Contenidos Bancolombia_AW1218001",,
1010,API IBM Cloud ,Tec - Payments,124,Tec - Payments - QR Management,tec-payments-qr-management,Servicios Transaccionales MP,Medios de pago Aceptacion,Aceptación,,"Ecosistema De Pagos_AW1314001 _x000D_
 GestionaNegocios_AW1302001 _x000D_
 BC_Herramientas_MonitoreoPrd _x000D_
 EDPYME_AW1170 _x000D_
 BALMTEC_AW0955 _x000D_
 Portal Contenidos Bancolombia_AW1218001",,
1011,API IBM Cloud ,Tec - Payments,124,Tec - Payments - Transaction Logs Management,tec-payments-bancolombia-logs-management,Servicios Transaccionales MP,Medios de pago Aceptacion,Aceptación,,"Ecosistema De Pagos_AW1314001 _x000D_
 GestionaNegocios_AW1302001 _x000D_
 BC_Herramientas_MonitoreoPrd _x000D_
 EDPYME_AW1170 _x000D_
 BALMTEC_AW0955 _x000D_
 Portal Contenidos Bancolombia_AW1218001",,
1012,API IBM Cloud ,Tec-Security,206,Tec - Security - Encrypted key,tec-security-encrypted-key,Seguridad,Autenticación y Monitoreo,Gestión de Identidades,GestionLlaveCifrado/V1.0,"TMP_SVP_APP_PFM _x000D_
 TMP SOPORTE APP_lgcorrg _x000D_
 TMP AW0360004_CONSTRUCTOR_SVE _x000D_
 BC_Herramientas_Monitoreo _x000D_
 BC_Herramientas_MonitoreoPrd _x000D_
 GestionaNegocios_AW1302001 _x000D_
 TABOT_AW1165001 _x000D_
 SVETDL_AW0360006 _x000D_
 PortalLibranzas_AW0360007 _x000D_
 BALMTEC_AW0955 _x000D_
 MarketplaceEcosistemasPersonas_NU0035001 _x000D_
 AppInversiones_AW1185001",,
1013,API IBM Cloud ,Tec-Security,173,Tec - Security - Encrypted key,tec-security-encrypted-key,Seguridad,Autenticación y Monitoreo,Gestión de Identidades,GestionLlaveCifrado/V1.0,"TMP Boton Bancolombia_BDT _x000D_
 SUID_AW1310 _x000D_
 MascaraTransaccional_NU0021001 _x000D_
 PortalConstructor_AW0360004 _x000D_
 AppInversiones_AW1185001 _x000D_
 MarketplaceEcosistemasPersonas_NU0035001 _x000D_
 BCHerramientasMonitoreoPrd2 _x000D_
 FUA_AW1291001 _x000D_
 NEQUIMAPAS_AW1011 _x000D_
 CapaGestionCanal_NU0014001",,
1014,API IBM Cloud ,Tec - Support,102,Tec - Token DID - Consult and Send,tec-token-did-consult-send,Canales Digitales Personas,Gestión de flujos,,GestionAutenticacionFuerte/V1.0,"TMP Boton Bancolombia_BDT _x000D_
 BC_Herramientas_Monitoreo _x000D_
 BC_Herramientas_MonitoreoPrd",,
1015,API IBM Cloud ,Tec-Payments ACH Fulfillment,102,Tec - Transfer - Management,tec-transfer-management,Captaciones,Gestión de flujos,Transferencias y Recargas,,CapaGestionCanal_NU0014001,,
1016,API IBM Cloud ,Tec-Wallet,112,Tec - Wallet - Transactional - Log,tec-wallet-transactional-log,Servicios Transaccionales MP,Medios de pago Aceptacion,Aceptación,,MascaraTransaccional_NU0021001,,
1017,API IBM Cloud ,Tec - Wallet Channel Customers,122,Tec - Wallet Channel Customers - Customer Cards,tec-wallet-channel-customers-customer-cards,Servicios Transaccionales MP,Medios de pago Aceptacion,Aceptación,,MascaraTransaccional_NU0021001,,
1018,API IBM Cloud ,Tec - Wallet Channel Customers,122,Tec - Wallet Channel Customers - Customer Enrollment,tec-wallet-channel-customers-customer-enrollment,Servicios Transaccionales MP,Medios de pago Aceptacion,Aceptación,,MascaraTransaccional_NU0021001,,
1019,API IBM Cloud ,Tec - Wallet Channel Customers,122,Tec - Wallet Channel Customers  Customer Enrollment History,tec-wallet-channel-customers-customer-enrollment-history,Servicios Transaccionales MP,Medios de pago Aceptacion,Aceptación,,MascaraTransaccional_NU0021001,,
1020,API IBM Cloud ,Tec - Wallet Channel Customers,122,Tec - Wallet Customers - Customer Purchases,tec-wallet-customers-customer-purchases,Servicios Transaccionales MP,Medios de pago Aceptacion,Aceptación,,MascaraTransaccional_NU0021001,,
1021,API IBM Cloud ,Tec - Wallet Channel Customers,122,Tec - Wallet Customers - Wallet Customers Management,tec-wallet-customers-wallet-customers-management,Servicios Transaccionales MP,Medios de pago Aceptacion,Aceptación,,MascaraTransaccional_NU0021001,,
1022,API IBM Cloud ,Tec-Business Opportunities,144,Tec-Branch Commercial Team,tec-branch-commercial-team,Gestion Cliente y Comercial,Conocimiento de clientes,No Aplica,ConsultaDatosComercialesSucursal/V1.0,"BC_Herramientas_MonitoreoPrd _x000D_
 VisorInteractivo_AW1249",,
1023,API IBM Cloud ,Tec-Business Opportunities,144,Tec-Business Opportunities - SME Generals Inquiry,tec-business-opportunities-generals-inquiry,Gestion Cliente y Comercial,Conocimiento de clientes,Oportunidades comerciales (STOC),,"BC_Herramientas_MonitoreoPrd _x000D_
 VisorInteractivo_AW1249",,
1024,API IBM Cloud ,Tec-Business Opportunities,144,Tec-Business Opportunities - SME Management,tec_business_opportunities_SME_management,Gestion Cliente y Comercial,Conocimiento de clientes,Oportunidades comerciales (STOC),,"BC_Herramientas_MonitoreoPrd _x000D_
 VisorInteractivo_AW1249",,
1025,API IBM Cloud ,Tec-Business Opportunities,144,Tec-Business Opportunities - SME PreApproved Inquiry,tec-business-opportunities-sme-preapproved-inquiry,Gestion Cliente y Comercial,Conocimiento de clientes,Oportunidades comerciales (STOC),,"BC_Herramientas_MonitoreoPrd _x000D_
 VisorInteractivo_AW1249",,
1026,API IBM Cloud ,Tec-Business Opportunities,144,Tec-Business Opportunities MasterData,tec-business-opportunities-masterdata,Gestion Cliente y Comercial,Conocimiento de clientes,Oportunidades comerciales (STOC),,"BC_Herramientas_MonitoreoPrd _x000D_
 VisorInteractivo_AW1249",,
1027,API IBM Cloud ,Tec-Business Opportunities,144,Tec-Business Opportunities Persons - Generals,tec-business-opportunities-persons-generals,Gestion Cliente y Comercial,Conocimiento de clientes,Oportunidades comerciales (STOC),,"BC_Herramientas_MonitoreoPrd _x000D_
 VisorInteractivo_AW1249",,
1028,API IBM Cloud ,Tec-Business Opportunities,144,Tec-Business Opportunities Persons - Management,tec_business_opportunities_persons_management,Gestion Cliente y Comercial,Conocimiento de clientes,Oportunidades comerciales (STOC),,"BC_Herramientas_MonitoreoPrd _x000D_
 VisorInteractivo_AW1249",,
1029,API IBM Cloud ,Tec-Business Opportunities,144,Tec-Business Opportunities Persons-Preapproved,tec-business-opportunities-persons-preapproved,Gestion Cliente y Comercial,Conocimiento de clientes,Oportunidades comerciales (STOC),,"BC_Herramientas_MonitoreoPrd _x000D_
 VisorInteractivo_AW1249",,
1030,API IBM Cloud ,Tec-Channels,101,Tec-Channel - Service Points,service-points,Servicios Switch y Telefonica,Distribución Fisica,No Aplica,,"BC_Herramientas_MonitoreoPrd _x000D_
 BALMTEC_AW0955 _x000D_
 BCHerramientasMonitoreoPrd2 _x000D_
 TABOT_AW1165001 _x000D_
 NEQUIMAPAS_AW1011",,
1031,API IBM Cloud ,Tec-Channels,200,Tec-Channel - Service Points,service-points,Servicios Switch y Telefonica,Distribución Fisica,No Aplica,,"HabitatCore_AW1281003 _x000D_
 JornadaPagos_AW1316001",,
1032,API IBM Cloud ,Tec-Commerce Portal,160,Tec-Commerce portal - Transaction Log,tec-commerce-portal-transaction-log,Portal Comercio,Distribución Digital,No Aplica,,"Modulo Administrativo Canales Digitales_AW1204 _x000D_
 BC_Herramientas_MonitoreoPrd",,
1033,API IBM Cloud ,Tec - Customer,121,Tec-Customer - Amount Limit Management,tec-customer-amount-limit-management,Trasversales e Inclusión,Distribución Digital,No Aplica,GestionDeTopesMontosClientes/V1.0,"BC_Herramientas_Monitoreo _x000D_
 BC_Herramientas_MonitoreoPrd _x000D_
 TMP Boton Bancolombia_BDT _x000D_
 GestionaNegocios_AW1302001 _x000D_
 PortalSalaDeVentas_AW1258002 _x000D_
 plink_AW1206001 _x000D_
 MascaraTransaccional_NU0021001 _x000D_
 PORTALCOBRANZA_AW1294001 _x000D_
 APM_NU0032001 _x000D_
 LifeCoach_AW1240001 _x000D_
 CapaGestionCanal_NU0014001 _x000D_
 Recargas_AW1300001 _x000D_
 TabotWhatsapp_AW1165 _x000D_
 MarketplaceEcosistemasPersonas_NU0035001 _x000D_
 NEQUIMDM_AW1011 _x000D_
 creditlens_NU0038001 _x000D_
 MovilidadCore_AW1281002 _x000D_
 HabitatCore_AW1281003",,
1034,API IBM Cloud ,Tec - Customer,121,Tec-Customer - Basic Information,tec-customer-basic-information,MDM,"DATOS, ANALÍTICA, IA, BLOCKCHAIN",MDM,RecuperarDatosCliente/V4.0,"BC_Herramientas_Monitoreo _x000D_
 BC_Herramientas_MonitoreoPrd _x000D_
 TMP Boton Bancolombia_BDT _x000D_
 GestionaNegocios_AW1302001 _x000D_
 PortalSalaDeVentas_AW1258002 _x000D_
 plink_AW1206001 _x000D_
 MascaraTransaccional_NU0021001 _x000D_
 PORTALCOBRANZA_AW1294001 _x000D_
 APM_NU0032001 _x000D_
 LifeCoach_AW1240001 _x000D_
 CapaGestionCanal_NU0014001 _x000D_
 Recargas_AW1300001 _x000D_
 TabotWhatsapp_AW1165 _x000D_
 MarketplaceEcosistemasPersonas_NU0035001 _x000D_
 NEQUIMDM_AW1011 _x000D_
 creditlens_NU0038001 _x000D_
 MovilidadCore_AW1281002 _x000D_
 HabitatCore_AW1281003",,
1035,API IBM Cloud ,Customer Sufi,100,Tec-Customer Data Sufi - Management,tec-customer-data-sufi-Management,Sufi,SUFI,Sufi,,No tiene,,
1036,API IBM Cloud ,Customer Sufi,100,Tec-Customer Data Sufi - Retrieve,tec-customer-data-sufi-retrieve,Sufi,SUFI,Sufi,,No tiene,,
1037,API IBM Cloud ,Products,110,Tec-Customer Products Natural Person,tec-customer-products-natural-person,Gestion Cliente y Comercial,Conocimiento de clientes,No Aplica,ConsultaProductosClientePersonas/V1.0,"PORTALCOBRANZA_AW1294001 _x000D_
 BC_Herramientas_MonitoreoPrd",,
1038,API IBM Cloud ,Tec-Accounts,110,Tec-Deposit-Accounts,tec-deposit-accounts,Captaciones,Depósitos y cuentas especiales,Depósitos,"ConsultaExtendidaDeSaldos/V1.0
ConsultaMovimientoDepositos/V1.0
ConsultaSaldosCuentasDepositos/V3.0","GestionaNegocios_AW1302001 _x000D_
 BC_Herramientas_MonitoreoPrd _x000D_
 NEQUICUEDEP_AW1011 _x000D_
 EDPYME_AW1170 _x000D_
 CapaGestionCanal_NU0014001 _x000D_
 PORTALCOBRANZA_AW1294001",,
1039,API IBM Cloud ,Tec-Devices,100,Tec-Device - Authenticate Customer OTP,tec-devices-autenticate-customer-otp,Por Definir,Por Definir,Por Definir,AutenticarClienteOTP/V2.0,"TMP EDIN APP_AW1276001 _x000D_
 BC_Herramientas_Monitoreo _x000D_
 App inversionesGB_AW1185001",,
1040,API IBM Cloud ,Tec-Devices,100,Tec-Devices - Enroll Customer OTP,tec-devices-enroll-customer-otp,Por Definir,Por Definir,Por Definir,EnrolarClienteOTP/V2.0,"TMP EDIN APP_AW1276001 _x000D_
 BC_Herramientas_Monitoreo _x000D_
 App inversionesGB_AW1185001",,
1041,API IBM Cloud ,Tec-Edpyme channel,100,Tec-Edpyme channel - customer information,tec-edpyme-channel-customer-information,Canales Pymes,Pymes y Empresas,No Aplica,,Modulo Administrativo Canales Digitales_AW1204,,
1042,Servicio,No Aplica,No Aplica,Technical Parameters,No Aplica,Distribucion Digital,Galatea,No Aplica,,AW1204001,,
1043,API IBM Cloud ,Tec-Investments Channel,111,Tec-Investments Channel - customer information,tec-investments-channel-customer-information,Canales Pymes,Inversiones,No Aplica,,"Modulo Administrativo Canales Digitales_AW1204 _x000D_
 BC_Herramientas_MonitoreoPrd",,
1044,API IBM Cloud ,Tec-Investments Channel,111,Tec-Investments Channel - Customers Management,tec-investments-channel-customers-management,Canales Pymes,Inversiones,No Aplica,,"Modulo Administrativo Canales Digitales_AW1204 _x000D_
 BC_Herramientas_MonitoreoPrd",,
1045,API IBM Cloud ,Tec - Loans,151,Tec-Loans  Agreements Enquiry,tec-loans-agreements-enquiry,Crédito,Financiación y consumo,,AdministracionConveniosCartera/V1.0,"BC_Herramientas_MonitoreoPrd _x000D_
 BALMTEC_AW0955 _x000D_
 PORTALCOBRANZA_AW1294001 _x000D_
 PortalLibranzas_AW0360007",,
1046,API IBM Cloud ,Tec - Loans,151,Tec-Loans Customer Information,tec-loans-customer-information,Crédito,Financiación y consumo,,ConsultaInformacionPrestamos/V1.0,"BC_Herramientas_MonitoreoPrd _x000D_
 BALMTEC_AW0955 _x000D_
 PORTALCOBRANZA_AW1294001 _x000D_
 PortalLibranzas_AW0360007",,
